d1,c1,d2,c2,d3,c3,class
16,0.011,17,0.12,31,0.115,14
16,0.01,17,0.116,31,0.115,14
16,0.011,17,0.116,31,0.117,14
16,0.01,17,0.12,31,0.117,14
16,0.011,17,0.123,31,0.12,14
16,0.0093,17,0.113,31,0.11,14
16,0.0093,17,0.114,31,0.108,14
32,0.159,27,0.187,36,1.218,2
32,0.16,27,0.183,36,1.2,2
32,0.159,27,0.19,36,1.22,2
32,0.16,27,0.187,36,1.21,2
32,0.8,42,0.18,54,0.13,7
42,1,71,0,71,0,13
32,0.48,42,0.44,54,0.12,7
32,0.46,42,0.46,54,0.115,7
32,0.44,42,0.48,54,0.11,7
32,0.4,42,0.5,54,0.105,7
54,0.112,32,0.49,42,0.316,7
32,0.5,42,0.32,54,0.12,7
32,0.52,42,0.34,54,0.125,7
32,0.54,42,0.35,54,0.13,7
3,0.0255,4,0.029,5,0.028,5
3,0.025,4,0.028,5,0.027,5
3,0.026,4,0.03,5,0.029,5
3,0.027,4,0.03,5,0.03,5
3,0.029,4,0.035,5,0.03,5
3,0.028,4,0.033,5,0.028,14
3,0.026,4,0.033,5,0.028,5
3,0.022,4,0.035,5,0.028,5
3,0.024,4,0.028,5,0.026,5
3,0.023,4,0.028,5,0.027,5
3,0.025,4,0.028,5,0.026,14
3,0.025,4,0.027,5,0.026,5
8,0.719,52,1.51,35,0.77,8
8,0.7,52,1.52,35,0.76,9
8,0.718,52,1.532,35,0.75,9
8,0.72,52,1.53,35,0.75,9
8,0.736,52,1.5,35,0.78,9
8,0.73,52,1.5,35,0.775,9
8,0.73,52,1.58,35,0.783,9
8,0.728,52,1.56,35,0.78,9
8,0.28,48,0.61,64,2.75,4
8,0.33,48,0.6,64,2.75,4
8,0.4,48,0.58,64,2.73,4
8,0.45,48,0.57,64,2.7,4
8,0.44,48,0.59,64,2.95,4
8,0.46,48,0.6,64,2.93,4
8,0.833,27,0.165,64,0.92,8
8,0.84,27,0.168,64,0.9,8
8,0.85,27,0.17,64,0.9,8
8,0.9,27,0.175,64,0.85,8
8,0.86,27,0.17,64,0.88,8
8,0.909,27,0.182,64,0.889,8
8,0.91,27,0.183,64,0.89,8
8,0.905,27,0.183,64,0.9,8
8,0.91,27,0.183,64,0.903,8
8,0.905,27,0.186,64,0.905,8
8,0.908,27,0.188,64,0.903,8
8,0.9,27,0.192,64,0.903,8
8,0.89,27,0.193,64,0.9,8
8,0.918,27,0.189,64,0.918,8
8,0.92,27,0.19,64,0.92,8
8,0.918,27,0.192,64,0.908,8
8,0.908,27,0.193,64,0.908,8
8,0.4,52,2.28,64,0.73,9
8,0.6,52,2.3,64,0.7,9
8,0.588,52,2.25,64,0.68,9
8,0.59,52,2.23,64,0.65,9
8,0.61,52,2.3,64,0.678,9
8,0.57,52,2.25,64,0.68,9
16,0.0011,29,1.144,66,0.339,16
16,0.0009,29,1.13,66,0.35,16
16,0.001,29,1.145,66,0.339,16
16,0.001,29,1.15,66,0.32,16
16,0.001,29,1.15,66,0.33,16
16,0.001,29,1.145,66,0.335,16
16,0.0009,29,1.15,66,0.335,16
16,0.001,29,1.15,66,0.337,16
16,0.008,29,1.15,66,0.338,16
16,0.007,29,1.15,66,0.335,16
16,0.007,29,1.15,66,0.35,16
29,1.2,66,0.3,71,0,16
29,1.25,66,0.31,71,0,16
29,1.2,66,0.31,71,0,16
29,1.19,66,0.3,71,0,16
29,1,66,0.325,71,0,16
29,1,66,0.34,71,0,16
29,1,66,0.33,71,0,16
29,1.08,66,0.34,71,0,16
17,0.308,23,0.07,31,0.082,12
17,0.315,23,0.059,31,0.078,12
17,0.303,23,0.07,31,0.0822,12
17,0.31,23,0.065,31,0.077,12
17,0.315,23,0.068,31,0.08,12
17,0.305,23,0.07,31,0.082,12
17,0.307,23,0.07,31,0.082,12
17,0.306,23,0.072,31,0.0822,12
31,0.082,17,0.31,23,0.074,12
17,0.31,23,0.075,31,0.081,12
17,0.308,23,0.076,31,0.082,12
3,0.025,4,0.025,5,0.0125,5
3,0.024,4,0.025,5,0.0122,14
3,0.025,4,0.025,5,0.012,5
3,0.062,4,0.0566,5,0.0285,5
3,0.0625,4,0.0566,5,0.0283,5
3,0.0626,4,0.0572,5,0.0288,5
3,0.063,4,0.057,5,0.029,5
3,0.065,4,0.057,5,0.03,5
3,0.067,4,0.057,5,0.03,5
3,0.068,4,0.058,5,0.03,5
3,0.07,4,0.06,5,0.03,5
3,0.066,4,0.058,5,0.03,5
3,0.068,4,0.06,5,0.03,5
19,0.087,58,2.15,29,1.9,1
16,0.054,58,2.7,29,1.7,1
19,0.09,58,2.15,29,1.88,1
16,0.06,58,2.7,29,1.65,1
19,0.095,58,2.15,29,1.85,1
19,0.1,58,2.15,29,1.88,1
19,0.1,58,2.05,29,1.97,1
19,0.09,58,2.22,29,1.85,1
19,0.09,58,2.3,29,1.8,1
19,0.088,58,2.3,29,1.76,1
19,0.089,58,2.2,29,1.82,1
19,0.09,58,2.3,29,1.76,1
19,0.09,58,2.33,29,1.76,1
19,0.093,58,2.4,29,1.68,1
19,0.1,58,2.38,29,1.61,1
19,0.103,58,2.4,29,1.61,1
19,0.103,58,2.38,29,1.59,1
19,0.103,58,2.4,29,1.59,1
19,0.11,58,2.57,29,1.7,1
19,0.12,58,2.58,29,1.7,1
19,0.13,58,2.56,29,1.71,1
16,0.0016,55,0.045,31,0.008,5
16,0.0015,55,0.0425,71,0,5
16,0.0016,55,0.042,71,0,5
16,0.0012,55,0.0417,71,0,5
16,0.001,55,0.0413,31,0.0078,5
16,0.001,55,0.0405,31,0.0077,5
16,0.0009,55,0.0415,31,0.0079,5
16,0.0009,55,0.042,31,0.0077,5
16,0.0008,55,0.041,31,0.0077,5
16,0.0009,55,0.042,71,0,5
16,0.001,55,0.0415,31,0.008,5
16,0.001,55,0.042,71,0,5
16,0.001,55,0.0418,71,0,5
16,0.001,55,0.041,31,0.0075,5
16,0.0011,55,0.04,31,0.0072,5
44,0.9,48,0.53,64,3.05,4
44,0.9,48,0.53,64,3.1,4
44,0.885,48,0.57,64,3.05,4
44,0.9,48,0.53,64,3.05,4
44,0.89,48,0.55,64,3.1,4
44,0.8,48,0.47,64,2.5,4
44,0.76,48,0.44,64,2.4,4
55,0.12,66,1.36,71,0,11
55,0.116,66,1.32,71,0,11
55,0.12,66,1.35,71,0,11
55,0.12,66,1.45,71,0,11
55,0.12,66,1.48,71,0,11
55,0.132,66,1.5,71,0,11
55,0.12,66,1.56,71,0,11
16,0.019,23,0.102,31,0.084,14
16,0.02,23,0.1,31,0.079,14
16,0.02,23,0.095,31,0.08,14
16,0.0198,23,0.094,31,0.079,14
16,0.0205,23,0.1,31,0.0794,14
16,0.0198,23,0.091,31,0.076,14
16,0.02,23,0.09,31,0.0798,14
16,0.021,23,0.088,31,0.081,14
16,0.022,23,0.09,31,0.0798,14
16,0.0215,23,0.089,31,0.081,14
16,0.0214,23,0.089,31,0.081,14
16,0.021,23,0.089,31,0.08,14
16,0.021,23,0.09,31,0.08,14
16,0.021,23,0.09,31,0.081,14
16,0.0215,23,0.089,31,0.088,14
31,0.08,16,0.02,23,0.094,14
32,1.2,52,0.54,31,0.21,10
32,1.08,52,0.52,31,0.21,10
32,1.14,52,0.52,31,0.22,10
32,1.15,52,0.5,31,0.22,10
32,1.174,52,0.5,31,0.226,10
32,1.14,52,0.5,31,0.23,10
32,1.1,52,0.53,31,0.2,10
32,1,52,0.557,31,0.175,10
32,1.1,52,0.5,31,0.2,10
32,1.1,52,0.52,31,0.2,10
32,1.1,52,0.52,31,0.23,10
32,1.1,52,0.5,31,0.25,10
32,1.13,52,0.56,31,0.23,10
32,1.15,52,0.6,31,0.21,10
32,1.12,52,0.55,31,0.228,10
32,1.11,52,0.547,31,0.22,10
32,1.1,52,0.55,31,0.21,10
32,1.11,52,0.55,31,0.2,10
32,1.1,52,0.53,31,0.2,10
32,1.13,52,0.51,31,0.18,10
32,0.38,29,1.18,58,2.2,2
32,0.31,29,1.112,58,1.55,2
32,0.36,29,1.18,58,1.98,2
32,0.313,29,1.123,58,1.565,2
32,0.316,29,1.134,58,1.58,2
32,0.315,29,1.27,58,1.76,2
32,0.32,29,1.3,58,1.8,2
32,0.315,29,1.32,58,1.8,2
32,0.318,29,1.35,58,1.83,2
32,0.32,29,1.38,58,1.73,2
47,1.66,52,1.08,46,0.95,13
46,0.855,47,1.494,52,0.972,13
46,0.8,47,1.5,52,1,13
46,0.85,47,1.568,52,1.02,13
52,0.9,46,0.8,47,1.5,13
46,0.78,47,1.57,52,0.84,13
46,0.76,47,1.58,52,0.85,13
44,1.1,50,3,31,0.2,10
44,1.05,50,3.15,31,0.22,10
44,1.13,50,3,31,0.15,10
44,1.1,50,3.15,31,0.17,10
44,1.12,50,3,31,0.17,10
44,1.1,50,3.15,31,0.19,10
44,1.1,50,3.15,31,0.18,10
44,1.12,50,3.15,31,0.18,10
44,1.1,50,3,31,0.18,10
44,1.15,50,3.67,31,0.24,10
44,1.15,50,3.7,31,0.23,10
50,3.7,44,1.18,31,0.22,10
44,1,50,3.7,31,0.18,10
44,0.95,50,3.7,31,0.16,10
44,1,50,3.7,31,0.2,10
44,1.05,50,3.7,31,0.195,10
44,1,50,3.7,31,0.21,10
44,1,50,3.75,31,0.211,10
16,0.12,44,0.68,58,2.95,4
16,0.126,44,0.68,58,3,4
16,0.12,44,0.65,58,2.95,4
16,0.126,44,0.63,58,3,4
16,0.133,44,0.6,58,3,4
16,0.135,44,0.57,58,3,4
16,0.14,44,0.55,58,3,4
16,0.16,44,0.55,58,3,4
46,0.55,52,0.17,54,1.2,13
46,0.58,52,0.16,54,1.1,13
46,0.58,52,0.17,54,1.2,13
46,0.6,52,0.165,54,1.2,13
46,0.65,52,0.165,54,1.2,13
46,0.7,52,0.16,54,1.2,13
46,0.75,52,0.15,54,1.2,13
46,0.76,52,0.16,54,1.22,13
46,0.77,52,0.155,54,1.2,13
46,0.75,52,0.152,54,1.25,13
46,0.85,52,0.15,54,1.2,13
46,1,52,0.15,54,1,13
46,1,52,0.15,54,1.2,13
46,1,52,0.17,54,1.16,13
46,1.05,52,0.18,54,1.16,13
46,1.05,52,0.17,54,1.16,13
46,1.1,52,0.165,54,1.18,13
8,0.98,48,2,35,0.49,9
8,1,48,2.1,35,0.47,9
8,1.03,48,2.08,35,0.48,9
8,1.05,48,2,35,0.48,9
8,1.08,48,2,35,0.5,9
8,1.08,48,2.06,35,0.495,9
8,1.1,48,2.1,35,0.504,9
8,1.09,48,2.16,35,0.5,9
8,1.1,48,2.18,35,0.51,9
8,1.07,48,2.16,35,0.48,9
8,1.1,48,2.2,35,0.5,9
8,1.12,48,2.16,35,0.51,9
8,1.155,48,2.2,35,0.53,9
8,0.93,48,1.76,35,0.42,9
8,0.94,48,1.72,35,0.4,9
8,0.92,48,1.74,35,0.43,9
8,0.91,48,1.76,35,0.44,9
8,1.2,48,2.2,35,0.53,9
8,1.25,48,2.2,35,0.52,9
8,1.25,48,2.2,35,0.55,9
8,1.2,48,2.2,35,0.54,9
8,1.23,48,2.2,35,0.543,9
8,1.2,48,2.18,35,0.545,9
8,1.2,48,2.25,35,0.526,9
8,1.2,48,2.22,35,0.548,9
8,1.18,48,2.36,35,0.526,9
8,1.19,48,2.32,35,0.53,9
8,1.13,48,2.4,35,0.5,9
8,1.12,48,2.4,35,0.48,9
44,2.65,52,0.2,31,0.04,6
44,2.5,52,0.196,31,0.038,6
44,2.6,52,0.2,31,0.035,6
44,2.6,52,0.193,31,0.035,6
44,2.63,52,0.19,31,0.033,6
44,2.65,52,0.185,31,0.03,6
44,2.68,52,0.183,31,0.03,6
44,2.62,52,0.175,31,0.032,6
44,2.65,52,0.17,31,0.034,6
44,2.6,52,0.17,31,0.032,6
44,2.62,52,0.17,31,0.036,6
44,2,52,0.13,31,0.028,6
44,1.9,52,0.124,31,0.027,6
44,2,52,0.135,31,0.026,6
44,1.9,52,0.132,31,0.026,6
44,2,52,0.128,31,0.026,6
44,1.9,52,0.12,31,0.026,6
32,1.33,8,0.45,58,2.52,4
32,1.3,8,0.5,58,2.55,4
32,1.25,8,0.53,58,2.55,4
32,1.15,8,0.53,58,2.57,4
32,1.1,8,0.525,58,2.6,4
32,0.95,8,0.48,58,2.68,4
32,0.96,8,0.47,58,2.68,4
32,0.98,8,0.49,58,2.68,4
32,1,8,0.52,58,2.68,4
32,1.03,8,0.485,58,2.68,4
32,1.06,8,0.48,58,2.68,4
32,1.03,8,0.48,58,2.65,4
32,1.06,8,0.48,58,2.6,4
32,1.03,8,0.5,58,2.65,4
32,1.06,8,0.52,58,2.65,4
32,1.04,8,0.53,58,2.65,4
32,1.05,8,0.55,58,2.63,4
32,1.04,8,0.55,58,2.77,4
32,0.84,8,0.44,58,2.2,4
55,1.67,46,0.78,58,1.18,1
55,1.83,46,0.858,58,1.29,1
55,1.84,46,0.86,58,1.3,1
55,1.84,46,0.85,58,1.36,1
55,1.85,46,0.82,58,1.3,1
55,1.83,46,0.825,58,1.3,1
55,1.82,46,0.835,58,1.3,1
55,1.8,46,0.84,58,1.3,1
55,1.82,46,0.818,58,1.275,9
55,1.9,46,0.8,58,1.3,9
55,1.45,46,0.65,58,1,9
55,1.23,46,0.57,58,0.88,9
55,1.45,46,0.69,58,1,1
55,1.2,46,0.61,58,0.86,1
8,1,48,2.65,35,0.54,9
8,0.8,48,2.7,35,0.5,9
8,0.8,48,2.73,35,0.6,9
8,0.82,48,2.73,35,0.6,9
8,0.815,48,2.73,35,0.6,9
8,0.98,48,2.9,35,0.6,9
8,0.98,48,2.85,35,0.59,9
8,0.775,48,2.68,31,0.122,10
8,0.85,48,2.95,31,0.134,10
8,0.853,48,2.97,31,0.14,10
8,0.8,48,2.9,31,0.13,10
8,0.8,48,2.93,31,0.125,10
8,0.816,48,2.9,31,0.127,10
8,0.8,48,2.9,31,0.125,10
8,0.83,48,2.9,31,0.123,10
8,0.85,48,2.9,31,0.12,10
16,0.24,23,0.074,31,0.18,12
16,0.24,23,0.077,31,0.19,12
16,0.24,23,0.076,31,0.19,12
16,0.24,23,0.078,31,0.18,12
16,0.24,23,0.08,31,0.175,12
16,0.252,23,0.082,31,0.189,12
16,0.255,23,0.085,31,0.19,12
8,1.08,52,0.36,31,0.01,13
8,1,52,0.35,31,0.01,13
8,0.9,52,0.315,31,0.009,13
8,0.85,52,0.31,31,0.01,13
8,0.81,52,0.284,31,0.01,13
8,0.765,52,0.279,31,0.01,13
8,0.63,52,0.3,31,0.009,13
8,0.6,52,0.29,31,0.0085,13
8,0.4,48,0.3,41,2,4
8,0.5,48,0.5,41,2.5,4
8,0.45,48,0.37,41,1.8,4
8,0.47,48,0.37,41,1.85,4
8,0.44,48,0.36,41,1.8,4
8,0.445,48,0.357,41,1.82,4
8,0.44,48,0.357,41,1.82,4
8,0.44,48,0.355,41,1.84,4
16,0.015,8,0.2,58,1.02,15
16,0.017,8,0.2,58,1,15
16,0.02,8,0.2,58,0.98,15
16,0.03,8,0.18,58,0.95,15
16,0.04,8,0.16,58,0.9,15
16,0.045,8,0.155,58,0.86,15
16,0.047,8,0.163,58,0.9,15
16,0.05,8,0.16,58,0.9,15
8,0.12,27,0.28,41,3.6,4
8,0.55,48,0.45,41,3.8,4
39,0.85,71,0,71,0,5
8,0.37,48,0.26,64,3,4
16,0.117,23,0.131,31,0.075,14
16,0.138,23,0.168,31,0.067,14
16,0.138,23,0.173,31,0.07,14
16,0.138,23,0.175,31,0.069,14
58,1,66,0.35,71,0,11
8,0.12,27,0.28,41,3.6,4
39,0.8,71,0,71,0,5
39,0.93,71,0,71,0,5
39,1,71,0,71,0,5
39,1.03,71,0,71,0,5
39,1.08,71,0,71,0,5
39,1.1,71,0,71,0,5
8,0.37,48,0.26,64,3,4
16,0.117,23,0.131,31,0.075,14
16,0.138,23,0.175,31,0.069,14
58,0.5,66,0.75,71,0,11
32,0.33,50,2.15,54,0.15,13
32,0.308,50,2.33,54,0.135,13
32,0.35,50,2.1,54,0.18,13
32,0.35,50,2.05,54,0.2,13
32,0.33,50,2,54,0.22,13
32,0.32,50,2,54,0.25,13
32,0.34,50,2.1,54,0.23,13
32,0.3,50,2.1,54,0.27,13
32,0.34,50,2,54,0.24,13
32,0.34,50,2.05,54,0.25,13
8,0.55,48,0.45,41,3.8,4
39,0.9,71,0,71,0,5
16,0.14,23,0.165,31,0.067,14
16,0.13,23,0.168,31,0.067,14
16,0.126,23,0.165,31,0.068,14
39,1.1,71,0,71,0,5
39,1.15,71,0,71,0,12
39,1.3,71,0,71,0,12
39,1.5,71,0,71,0,14
8,0.42,27,0.158,64,0.85,15
8,0.42,27,0.168,64,0.84,15
8,0.41,27,0.17,64,0.83,15
8,0.4,27,0.168,64,0.84,15
8,0.4,27,0.172,64,0.835,15
8,0.396,27,0.166,64,0.83,15
8,0.39,27,0.16,64,0.8,15
8,0.4,27,0.162,64,0.79,15
8,0.41,27,0.16,64,0.78,15
8,0.41,27,0.166,64,0.79,15
16,0.0315,27,0.033,35,0.9,15
16,0.0308,27,0.033,35,0.88,15
48,0.435,58,3,66,0.29,1
48,0.423,58,3,66,0.29,1
3,0.014,4,0.018,5,0.047,14
3,0.014,4,0.023,5,0.052,14
3,0.014,4,0.021,5,0.054,14
8,0.72,50,2.55,47,0.26,13
8,0.75,50,2.5,47,0.3,13
39,1,71,0,71,0,5
39,1.2,71,0,71,0,5
42,0.97,50,2.33,52,0.76,13
42,1,50,2.33,52,0.74,13
42,1.03,50,2.3,52,0.72,13
42,1.2,50,3,52,0.8,13
42,1.2,50,2.6,52,0.75,13
32,1.08,42,0.36,58,2.4,4
32,1,42,0.33,58,2.4,4
32,1.05,42,0.3,58,2.36,4
32,1,42,0.23,58,2.36,4
32,1.05,42,0.2,58,2.4,4
32,1.2,42,0.18,58,2.3,4
32,1.25,42,0.177,58,2.2,4
4,0.092,5,0.015,71,0,5
3,0.01,4,0.088,5,0.015,5
3,0.011,4,0.08,5,0.013,5
3,0.009,4,0.09,5,0.018,5
3,0.008,4,0.092,5,0.02,5
3,0.0049,4,0.12,5,0.023,5
3,0.0048,4,0.116,5,0.022,5
3,0.0049,4,0.1,5,0.0225,5
3,0.0047,4,0.115,5,0.022,5
3,0.0045,4,0.112,5,0.021,5
3,0.0045,4,0.108,5,0.021,5
3,0.0045,4,0.104,5,0.021,5
44,0.6,48,1.96,64,2.16,4
44,0.59,48,1.96,64,2.1,4
44,0.63,48,2.06,64,2.27,4
44,0.63,48,2.05,64,2.25,4
44,0.63,48,2.08,64,2.25,4
44,0.61,48,2.08,64,2.27,4
44,0.61,48,2.1,64,2.25,4
44,0.6,48,2.11,64,2.25,4
44,0.63,48,2.1,64,2.23,4
44,0.65,48,2.11,64,2.2,4
44,0.628,48,2.2,64,2.23,4
44,0.64,48,2.15,64,2.17,4
48,1.94,64,1.95,44,0.58,4
44,0.6,48,1.9,64,1.95,4
44,0.57,48,1.96,64,1.95,4
44,0.63,48,1.92,64,1.95,4
44,0.58,48,1.936,64,1.93,4
44,0.65,48,1.92,64,1.95,4
44,0.59,48,1.95,64,1.95,4
44,0.59,48,1.95,64,1.955,4
44,0.59,48,1.95,64,1.96,4
32,0.46,64,1.12,36,0.64,4
32,0.506,64,1.232,36,0.704,4
32,0.51,64,1.24,36,0.7,4
32,0.48,64,1.24,36,0.67,4
32,0.485,64,1.3,36,0.66,4
32,0.495,64,1.3,36,0.6,4
32,0.495,64,1.28,36,0.6,4
32,0.49,64,1.29,36,0.59,4
3,0.0095,4,0.02,5,0.02,5
3,0.01,4,0.02,5,0.019,5
3,0.011,4,0.019,5,0.018,5
3,0.012,4,0.02,5,0.018,5
16,0.025,17,0.385,31,0.03,7
16,0.044,17,0.25,31,0.016,7
6,0.462,27,0.319,64,1.46,4
6,0.47,27,0.3,64,1.5,4
6,0.42,27,0.36,64,1.42,4
6,0.42,27,0.38,64,1.46,4
6,0.378,27,0.35,64,1.25,8
6,0.37,27,0.38,64,1.315,4
6,0.378,27,0.35,64,1.255,4
6,0.38,27,0.348,64,1.26,8
16,0.0143,23,0.095,58,1.387,11
16,0.015,23,0.09,58,1.4,11
16,0.013,23,0.085,58,1.248,11
16,0.013,23,0.09,58,1.1,11
16,0.015,23,0.1,58,1.05,11
16,0.017,23,0.1,58,1,11
17,0.44,23,0.011,31,0.075,6
17,0.46,23,0.012,31,0.078,6
17,0.46,23,0.01,31,0.081,6
17,0.475,23,0.011,31,0.084,6
17,0.46,23,0.011,31,0.084,6
3,0.029,4,0.014,5,0.0034,5
3,0.027,4,0.016,5,0.005,5
3,0.028,4,0.014,5,0.0036,5
3,0.029,4,0.015,5,0.0038,5
3,0.029,4,0.0146,5,0.0038,5
3,0.03,4,0.0142,5,0.004,5
17,0.04,23,0.07,31,0.024,14
17,0.035,23,0.068,31,0.026,14
17,0.03,23,0.065,31,0.03,5
17,0.034,23,0.07,31,0.025,14
17,0.032,23,0.07,31,0.025,14
17,0.033,23,0.071,31,0.025,14
4,0.03,71,0,71,0,5
4,0.035,71,0,71,0,5
4,0.04,71,0,71,0,5
16,0.005,29,0.042,71,0,5
16,0.005,29,0.038,71,0,5
16,0.005,29,0.04,71,0,5
16,0.0055,29,0.035,71,0,5
16,0.006,29,0.032,71,0,5
4,0.04,5,0.234,71,0,14
4,0.04,5,0.21,71,0,14
4,0.04,5,0.2,71,0,14
4,0.036,5,0.18,71,0,14
4,0.04,5,0.15,71,0,14
4,0.04,5,0.12,71,0,14
4,0.04,5,0.1,71,0,14
6,0.5,64,1.8,36,1.2,4
6,0.83,64,2.17,36,1.08,4
6,0.83,64,2.26,36,1.02,4
6,0.9,64,2.2,36,1,4
6,0.9,64,2.22,36,0.98,4
32,0.75,27,0.25,64,3,4
16,0.267,23,0.3,31,0.106,12
16,0.254,23,0.285,31,0.096,12
16,0.248,23,0.278,31,0.091,12
16,0.23,23,0.27,31,0.082,12
16,0.24,23,0.275,31,0.082,12
16,0.23,23,0.278,31,0.079,12
16,0.24,23,0.28,31,0.082,12
16,0.23,23,0.28,31,0.085,12
16,0.22,23,0.29,31,0.088,12
16,0.23,23,0.28,31,0.08,12
16,0.22,23,0.276,31,0.078,12
16,0.044,17,0.25,31,0.0155,7
16,0.04,17,0.25,31,0.016,7
16,0.04,17,0.246,31,0.0165,7
16,0.04,17,0.25,31,0.017,7
16,0.043,17,0.25,31,0.017,7
16,0.041,17,0.253,31,0.017,7
16,0.042,17,0.258,31,0.0173,7
16,0.042,17,0.258,31,0.0175,7
16,0.044,17,0.26,31,0.018,7
16,0.042,17,0.265,31,0.018,7
16,0.042,17,0.27,31,0.018,7
3,0.0076,4,0.0054,5,0.011,5
8,0.58,48,0.3,64,1.1,4
8,0.66,48,0.324,64,1.21,8
48,0.33,64,1.2,8,0.68,8
8,0.847,48,0.308,64,1.44,4
8,0.845,48,0.32,64,1.445,4
8,0.853,48,0.305,64,1.44,4
8,0.85,48,0.317,64,1.445,4
8,0.86,27,0.32,64,1.47,4
8,0.85,27,0.33,64,1.46,4
8,1.3,48,1.54,64,1.11,4
8,1,48,1.23,64,0.9,8
8,1.05,48,1.29,64,0.8,8
8,1.1,48,1.23,64,0.79,8
8,1.48,48,1.2,64,0.84,8
8,1.3,48,1.17,64,0.8,8
8,1.5,48,1.14,64,0.857,8
8,1.3,48,1,64,0.76,9
8,1.5,48,1.1,64,0.86,8
8,1.2,48,0.88,64,0.68,8
8,1.5,48,1.07,64,0.95,8
8,1.16,48,0.85,64,0.78,9
17,0.308,23,0.074,31,0.092,12
17,0.293,23,0.07,31,0.081,12
17,0.277,23,0.067,31,0.077,12
17,0.278,23,0.066,31,0.077,12
17,0.264,23,0.063,31,0.073,12
17,0.28,23,0.065,31,0.073,12
17,0.278,23,0.068,31,0.075,12
8,0.96,48,0.35,64,1.58,4
8,0.95,48,0.36,64,1.57,4
39,0.24,71,0,71,0,5
39,0.23,71,0,71,0,5
44,0.86,48,0.48,64,3.3,4
44,0.7,48,0.4,64,2.7,4
44,0.74,48,0.485,64,2.6,4
44,0.8,48,0.51,64,3.32,4
58,2.35,66,0.072,55,0.22,1
58,2.25,66,0.082,55,0.21,1
58,2.14,66,0.081,55,0.21,11
42,0.84,50,2.8,52,0.48,13
42,0.85,50,2.75,52,0.475,13
42,1,50,2.95,52,0.45,13
42,1.1,50,2.95,52,0.45,13
8,0.47,27,0.36,58,2.6,4
8,0.49,27,0.378,58,2.73,4
8,0.49,27,0.383,58,2.75,4
8,0.48,27,0.373,58,2.7,4
8,0.47,27,0.375,58,2.62,4
8,0.475,27,0.38,58,2.65,4
